Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)
37	Spectrogram 1	1	5.6320000000000014	40.0	75.0	87.8	1.0	bdf	70185.598	70191.23
38	Spectrogram 1	1	6.144	40.0	75.0	77.8	0.9167	bdf	70347.39	70353.534
39	Spectrogram 1	1	3.072	40.0	75.0	80.6	1.0	bdf	70420.35	70423.422
40	Spectrogram 1	1	3.84	40.0	75.0	82.5	0.9333	bdf	70423.934	70427.774
41	Spectrogram 1	1	4.864	40.0	75.0	85.8	0.9474	bdf	70434.685999	70439.55
42	Spectrogram 1	1	4.352	40.0	75.0	84.2	1.0	bdf	70473.342	70477.694
43	Spectrogram 1	1	5.376	40.0	75.0	76.9	0.9524	bdf	70581.374	70586.75
44	Spectrogram 1	1	2.048	40.0	75.0	73.1	0.875	bdf	70659.71	70661.758
45	Spectrogram 1	1	2.048	40.0	75.0	71.6	0.875	bdf	70705.278	70707.325999
46	Spectrogram 1	1	3.584	40.0	75.0	72.7	0.8571	bdf	70761.342	70764.926
47	Spectrogram 1	1	5.6320000000000014	40.0	75.0	78.0	0.9545	bdf	70800.254	70805.886
48	Spectrogram 1	1	2.56	40.0	75.0	76.8	1.0	bdf	70919.55	70922.11
49	Spectrogram 1	1	4.6080000000000005	40.0	75.0	73.8	0.9444	bdf	70923.134	70927.742
50	Spectrogram 1	1	7.936	40.0	75.0	79.5	1.0		71044.99	71052.926
51	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.8	1.0	bdf	71131.774	71134.078
52	Spectrogram 1	1	6.4	40.0	75.0	78.6	0.96	bdf	71164.285999	71170.685999
53	Spectrogram 1	1	2.3040000000000003	40.0	75.0	77.9	1.0	bdf	71282.814	71285.117999
54	Spectrogram 1	1	5.6320000000000014	40.0	75.0	76.2	0.9545	bdf	71286.398	71292.03
55	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.0	0.8889	bdf	71294.078	71296.382
56	Spectrogram 1	1	3.072	40.0	75.0	77.3	1.0	bdf	71324.03	71327.102
57	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.3	0.7778	bdf	71530.11	71532.414
58	Spectrogram 1	1	2.048	40.0	75.0	74.0	0.875	bdf	71623.294	71625.342
59	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.0	0.9091		71640.19	71643.005999
60	Spectrogram 1	1	7.936	40.0	75.0	79.8	0.9355	bdf	71759.742	71767.678
61	Spectrogram 1	1	5.376	40.0	75.0	78.6	0.8571	bdf	71973.758	71979.134
62	Spectrogram 1	1	3.072	40.0	75.0	79.4	1.0	bdf	71980.414	71983.486
63	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.4	0.7778	bdf	71999.358	72001.662
64	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.9	1.0	bdf	72015.486	72018.302
65	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.1	0.8182	bdf	72051.325999	72054.142
66	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.3	1.0	bdf	72065.15	72067.454
67	Spectrogram 1	1	2.56	40.0	75.0	78.9	0.9	bdf	72091.005999	72093.566
68	Spectrogram 1	1	2.048	40.0	75.0	77.3	1.0	bdf	72340.35	72342.398
69	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.6	1.0	bdf	72463.998	72466.302
70	Spectrogram 1	1	3.072	40.0	75.0	74.6	0.8333	bdf	72501.63	72504.702
71	Spectrogram 1	1	2.048	40.0	75.0	76.6	1.0		73096.318	73098.365999
72	Spectrogram 1	1	3.072	40.0	75.0	75.9	0.8333	bdf	73503.87	73506.942
73	Spectrogram 1	1	6.144	40.0	75.0	78.1	0.7917	bdf	74033.278	74039.422
74	Spectrogram 1	1	2.048	40.0	75.0	78.5	0.875		74045.822	74047.87
75	Spectrogram 1	1	5.12	40.0	75.0	75.1	0.85	bdf	74813.822	74818.942
76	Spectrogram 1	1	2.3040000000000003	40.0	75.0	78.7	0.7778	bdf	74874.494	74876.797999
77	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.1	1.0	bdf	75190.398	75193.214
78	Spectrogram 1	1	5.12	40.0	75.0	78.0	0.9	bdf	75193.725999	75198.846
79	Spectrogram 1	1	7.167999999999998	40.0	75.0	78.0	0.9286		75236.99	75244.157999
80	Spectrogram 1	1	2.56	40.0	75.0	76.8	0.9		75245.182	75247.742
81	Spectrogram 1	1	7.167999999999998	40.0	75.0	79.0	0.9643	bdf	75547.518	75554.685999
82	Spectrogram 1	1	5.6320000000000014	40.0	75.0	78.1	1.0	bdf	75594.878	75600.51
83	Spectrogram 1	1	2.048	40.0	75.0	74.3	1.0	bdf	75603.837999	75605.886
84	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.4	1.0		75840.894	75843.71
85	Spectrogram 1	1	2.56	40.0	75.0	73.3	0.9	bdf	75919.998	75922.558
86	Spectrogram 1	1	7.68	40.0	75.0	75.3	0.9667	bdf	76051.837999	76059.518
87	Spectrogram 1	1	2.56	40.0	75.0	75.3	0.8	bdf	76060.285999	76062.846
88	Spectrogram 1	1	2.56	40.0	75.0	75.8	0.9		76222.846	76225.405999
89	Spectrogram 1	1	3.072	40.0	75.0	75.3	0.8333	bdf	76511.87	76514.942
90	Spectrogram 1	1	4.864	40.0	75.0	75.2	1.0	bdf	76517.758	76522.622
91	Spectrogram 1	1	2.048	40.0	75.0	70.4	1.0		76779.645999	76781.694
92	Spectrogram 1	1	3.072	40.0	75.0	75.6	1.0	bdf	76794.75	76797.822
93	Spectrogram 1	1	4.096	40.0	75.0	77.5	1.0	bdf	77004.67	77008.765999
94	Spectrogram 1	1	6.912000000000001	40.0	75.0	75.9	0.963	bdf	77020.285999	77027.198
95	Spectrogram 1	1	7.936	40.0	75.0	78.9	1.0	bdf	77061.502	77069.437999
96	Spectrogram 1	1	2.048	40.0	75.0	72.5	0.75	bdf	77161.598	77163.645999
97	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.7	1.0		77259.645999	77261.95
98	Spectrogram 1	1	3.072	40.0	75.0	82.4	1.0		77816.702	77819.774
99	Spectrogram 1	1	2.048	40.0	75.0	82.4	1.0	bdt	78046.59	78048.638
100	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.3	0.7778	bdf	78182.782	78185.085999
101	Spectrogram 1	1	2.56	40.0	75.0	72.4	1.0	bdf	78837.886	78840.446
102	Spectrogram 1	1	2.048	40.0	75.0	74.2	0.875		78923.39	78925.437999
103	Spectrogram 1	1	4.6080000000000005	40.0	75.0	72.2	0.8889		79226.494	79231.102
104	Spectrogram 1	1	2.56	40.0	75.0	74.0	1.0	bdf	79303.038	79305.598
105	Spectrogram 1	1	4.096	40.0	75.0	74.6	0.8125	bdf	79589.502	79593.598
106	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.1	1.0	bdf	79760.51	79763.325999
107	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.4	1.0		79775.102	79777.405999
108	Spectrogram 1	1	3.84	40.0	75.0	76.6	0.9333		79839.614	79843.454
109	Spectrogram 1	1	2.3040000000000003	40.0	75.0	69.9	0.7778	bdf	79997.822	80000.126
110	Spectrogram 1	1	2.048	40.0	75.0	73.8	0.75	bdf	80049.278	80051.325999
111	Spectrogram 1	1	3.072	40.0	75.0	74.3	0.8333	bdf	80057.214	80060.285999
112	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.6	0.8889	bdf	80133.758	80136.062
113	Spectrogram 1	1	3.072	40.0	75.0	82.6	1.0	bdt	80374.91	80377.982
114	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.4	1.0	bdt	80409.725999	80412.03
115	Spectrogram 1	1	3.072	40.0	75.0	72.5	0.8333	bdf	80447.614	80450.685999
116	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.3	0.8182	bdf	80500.606	80503.422
117	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.2	1.0	bdt	80511.614	80513.918
118	Spectrogram 1	1	2.56	40.0	75.0	77.3	0.8	bdt	80530.814	80533.374
119	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.0	0.9231	bdt	80556.67	80559.998
120	Spectrogram 1	1	2.048	40.0	75.0	74.1	1.0		80682.878	80684.926
121	Spectrogram 1	1	2.048	40.0	75.0	73.8	0.75	bdf	80744.062	80746.11
122	Spectrogram 1	1	2.048	40.0	75.0	70.6	0.875	bdf	80852.606	80854.654
123	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.3	0.9091		80971.902	80974.718
124	Spectrogram 1	1	5.376	40.0	75.0	75.3	1.0	bdf	80990.334	80995.71
125	Spectrogram 1	1	2.8160000000000003	40.0	75.0	73.0	0.9091	bdf	80996.477999	80999.294
126	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.4	1.0	bdt	81015.678	81018.494
127	Spectrogram 1	1	2.048	40.0	75.0	78.7	0.875		81240.446	81242.494
128	Spectrogram 1	1	2.56	40.0	75.0	76.9	0.9		81245.054	81247.614
129	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.2	1.0	bdf	81386.365999	81389.182
130	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.7	1.0	bdf	81508.99	81511.294
131	Spectrogram 1	1	2.048	40.0	75.0	72.1	0.75		81534.846	81536.894
132	Spectrogram 1	1	2.048	40.0	75.0	75.8	0.875	bdf	81623.166	81625.214
133	Spectrogram 1	1	2.56	40.0	75.0	81.1	1.0	bdt	81678.206	81680.765999
134	Spectrogram 1	1	4.352	40.0	75.0	72.9	0.9412	bdf	81692.797999	81697.15
135	Spectrogram 1	1	7.167999999999998	40.0	75.0	77.3	0.9643	bdf	81823.102	81830.27
136	Spectrogram 1	1	4.352	40.0	75.0	75.6	0.7647	bdf	81868.157999	81872.51
137	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.2	0.8889	bdf	81922.685999	81924.99
138	Spectrogram 1	1	2.8160000000000003	40.0	75.0	69.6	0.8182	bdf	81926.782	81929.598
139	Spectrogram 1	1	2.56	40.0	75.0	78.3	0.9		82119.806	82122.365999
140	Spectrogram 1	1	3.584	40.0	75.0	85.1	1.0	bdt	82199.934	82203.518
141	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.7	0.8889		82353.79	82356.094
142	Spectrogram 1	1	5.6320000000000014	40.0	75.0	88.4	0.9545	bdt	82598.27	82603.902
143	Spectrogram 1	1	2.56	40.0	75.0	71.4	0.9		82613.117999	82615.678
144	Spectrogram 1	1	5.6320000000000014	40.0	75.0	76.0	0.8636	bdf	82941.31	82946.942
145	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.2	1.0	bdf	83065.982	83068.285999
146	Spectrogram 1	1	3.84	40.0	75.0	72.4	0.9333	bdf	83125.117999	83128.958
147	Spectrogram 1	1	6.144	40.0	75.0	73.0	0.9583	bdf	83341.437999	83347.582
148	Spectrogram 1	1	3.84	40.0	75.0	82.3	0.9333	bdt	83434.622	83438.462
149	Spectrogram 1	1	5.376	40.0	75.0	71.5	0.8571		83545.214	83550.59
150	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.8	1.0	bdf	83682.685999	83685.502
151	Spectrogram 1	1	3.3280000000000003	40.0	75.0	71.8	0.9231	bdf	83686.014	83689.342
152	Spectrogram 1	1	3.3280000000000003	40.0	75.0	75.6	0.9231	bdf	83846.014	83849.342
153	Spectrogram 1	1	4.352	40.0	75.0	76.2	1.0	bdf	83850.878	83855.23
154	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.7	1.0	bdf	83894.654	83896.958
155	Spectrogram 1	1	5.6320000000000014	40.0	75.0	74.7	0.9545	bdf	83897.47	83903.102
156	Spectrogram 1	1	5.888	40.0	75.0	78.2	0.9129999999999999	bdt	83935.358	83941.246
157	Spectrogram 1	1	3.84	40.0	75.0	80.2	1.0	bdt	83949.694	83953.534
158	Spectrogram 1	1	4.6080000000000005	40.0	75.0	74.3	1.0	bdf	84035.454	84040.062
159	Spectrogram 1	1	4.352	40.0	75.0	72.5	1.0	bdf	84175.486	84179.837999
160	Spectrogram 1	1	4.352	40.0	75.0	73.0	1.0	bdf	84183.678	84188.03
161	Spectrogram 1	1	2.56	40.0	75.0	75.1	1.0	bdf	84273.022	84275.582
162	Spectrogram 1	1	2.56	40.0	75.0	76.1	1.0	bdf	84276.094	84278.654
163	Spectrogram 1	1	3.584	40.0	75.0	76.1	0.9286	bdf	84302.974	84306.558
164	Spectrogram 1	1	2.56	40.0	75.0	74.9	0.9	bdf	84353.15	84355.71
165	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.2	0.8889	bdf	84361.854	84364.157999
166	Spectrogram 1	1	5.12	40.0	75.0	77.1	0.95	bdf	84450.174	84455.294
167	Spectrogram 1	1	3.84	40.0	75.0	78.7	1.0	bdf	84496.765999	84500.606
168	Spectrogram 1	1	2.048	40.0	75.0	74.2	0.75	bdf	84532.35	84534.398
169	Spectrogram 1	1	3.84	40.0	75.0	71.2	0.8667	bdf	84579.198	84583.038
170	Spectrogram 1	1	5.12	40.0	75.0	72.5	0.95	bdf	84583.55	84588.67
171	Spectrogram 1	1	3.3280000000000003	40.0	75.0	77.3	1.0	bdf	84622.462	84625.79
172	Spectrogram 1	1	2.048	40.0	75.0	75.9	1.0		84714.622	84716.67
173	Spectrogram 1	1	4.096	40.0	75.0	74.3	0.9375	bdt	84717.182	84721.278
174	Spectrogram 1	1	5.12	40.0	75.0	73.4	1.0	bdf	84731.005999	84736.126
175	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.6	0.8889	bdf	84756.094	84758.398
176	Spectrogram 1	1	5.6320000000000014	40.0	75.0	72.1	0.9091	bdf	84772.477999	84778.11
177	Spectrogram 1	1	4.096	40.0	75.0	68.8	0.875	bdf	84821.886	84825.982
178	Spectrogram 1	1	6.6560000000000015	40.0	75.0	74.5	0.8846	bdf	84877.437999	84884.094
179	Spectrogram 1	1	3.584	40.0	75.0	74.8	0.8571	bdf	85152.638	85156.222
180	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.7	1.0	bdf	85192.574	85194.878
181	Spectrogram 1	1	3.584	40.0	75.0	79.6	1.0	bdf	85380.734	85384.318
182	Spectrogram 1	1	3.584	40.0	75.0	70.6	0.9286		85444.99	85448.574
183	Spectrogram 1	1	2.048	40.0	75.0	68.5	0.75	bdf	85492.35	85494.398
184	Spectrogram 1	1	3.072	40.0	75.0	71.8	0.8333	bdf	85700.99	85704.062
185	Spectrogram 1	1	2.56	40.0	75.0	71.0	0.8		85812.606	85815.166
186	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.0	0.8889		85982.078	85984.382
187	Spectrogram 1	1	3.072	40.0	75.0	82.7	1.0	bdt	86030.462	86033.534
188	Spectrogram 1	1	3.3280000000000003	40.0	75.0	69.5	0.7692	bdf	86080.382	86083.71
189	Spectrogram 1	1	2.56	40.0	75.0	73.5	1.0	bdf	86111.358	86113.918
190	Spectrogram 1	1	2.048	40.0	75.0	65.5	0.75		86143.614	86145.662
